passport_number,business_category,spending_category,spending_amount,tax_included,date_time,country,stay_duration_days,income_method,income_amount,currency
P73177281,Tourist Attraction,Entertainment,3748.964951580654,No,2024-07-29,Australia,21,Savings,2057.8371369734577,USD
DE3218085,Shop,Accommodation,6528.424892300493,No,2024-11-22,Germany,13,Pension,4718.887195634301,AUD
USA9979913,Restaurant,Accommodation,6487.786670471769,No,2024-02-04,USA,165,Freelance,1758.8142906649591,JPY
DE4232424,Restaurant,Shopping,801.5102037983731,Yes,2024-06-25,Germany,89,Pension,2326.72596072699,EUR
CN817474811,Hotel,Shopping,8878.413285785078,Yes,2024-02-20,China,101,Pension,4503.962133085872,EUR
CN301950158,Tourist Attraction,Shopping,2799.994462212167,Yes,2024-09-10,China,155,Savings,4552.905441157778,EUR
P79711605,Tourist Attraction,Accommodation,9343.250112227886,No,2024-01-05,Australia,131,Savings,4761.623952433039,USD
P71310226,Tourist Attraction,Accommodation,6780.962558099029,Yes,2024-02-14,Australia,77,Remote Job,3414.210036117128,USD
P80379193,Shop,Shopping,7992.902476353107,Yes,2024-06-07,Australia,44,Pension,4452.73704293501,EUR
P83870396,Tourist Attraction,Entertainment,9367.234713632231,Yes,2024-06-06,Japan,157,Remote Job,2363.1738760743847,EUR
IN6999734,Shop,Shopping,3946.056166399775,No,2025-03-22,India,158,Remote Job,3170.9392636795583,CNY
DE7876438,Shop,Shopping,7861.543661890311,No,2024-09-20,Germany,147,Savings,2238.6717191375305,INR
UK9607214,Shop,Food,2071.1679350107383,No,2025-01-20,UK,4,Pension,1242.0520366886628,AUD
P77843167,Hotel,Shopping,4840.3992252503485,No,2024-11-23,Japan,71,Remote Job,1466.7523484609817,AUD
USA2418188,Shop,Accommodation,8582.432671323237,Yes,2024-10-13,USA,163,Remote Job,4201.834554822079,GBP
USA3619329,Tourist Attraction,Accommodation,2723.1906414545647,No,2024-10-27,USA,158,Pension,1392.3234917185412,CNY
CN521466227,Restaurant,Food,3829.666296239324,Yes,2024-10-09,China,162,Savings,3321.23027858204,AUD
P17802249,Tourist Attraction,Entertainment,5684.738712458812,No,2025-02-17,Japan,37,Remote Job,4182.760874318942,GBP
UK0921142,Shop,Accommodation,4854.544964504282,No,2024-11-21,UK,152,Savings,3303.1684993717645,GBP
P24596599,Hotel,Entertainment,3301.520300917063,No,2024-07-25,Australia,165,Pension,1241.7681692721194,AUD
P60589053,Hotel,Shopping,4359.4604926330885,Yes,2024-09-29,Australia,152,Savings,4346.48240368284,USD
UK4923566,Restaurant,Accommodation,2049.014949120642,No,2024-06-11,UK,69,Savings,1473.6487842148329,AUD
IN0753360,Restaurant,Entertainment,9286.560448537972,Yes,2024-06-19,India,15,Freelance,1878.652049672473,CNY
P71788889,Shop,Shopping,3301.4979966999394,Yes,2024-10-19,Australia,130,Pension,1037.770487624432,JPY
CN406251323,Tourist Attraction,Shopping,868.0582980366014,No,2024-09-14,China,180,Pension,1702.029613866323,USD
UK5577578,Hotel,Shopping,7078.735268590822,No,2024-04-25,UK,142,Freelance,4711.325830178565,INR
P44286021,Restaurant,Accommodation,9050.916927752058,No,2025-02-12,Australia,31,Savings,1935.1031935528556,AUD
UK2641822,Restaurant,Accommodation,593.7898895775088,No,2024-05-15,UK,58,Remote Job,1135.484455902136,EUR
DE3624183,Shop,Accommodation,9243.148679816592,Yes,2025-02-24,Germany,141,Pension,1925.524379994741,EUR
P10666761,Tourist Attraction,Shopping,1982.2197307106387,No,2025-02-25,Japan,170,Savings,1532.700760899087,USD
CN204251835,Tourist Attraction,Accommodation,4823.467027294868,Yes,2025-02-05,China,10,Pension,3111.086909701208,GBP
CN623244727,Hotel,Food,7725.508249541978,Yes,2024-11-27,China,89,Savings,1860.1660817687891,AUD
IN4154046,Tourist Attraction,Shopping,9622.622409487676,No,2024-11-23,India,169,Pension,3615.252655031065,AUD
CN864537265,Hotel,Entertainment,958.33683747213,Yes,2025-03-01,China,117,Freelance,3172.6071454275684,INR
P15113029,Shop,Shopping,8296.921161773094,Yes,2024-11-01,Japan,113,Pension,4234.126131768206,EUR
IN4872812,Hotel,Shopping,2117.846758717843,No,2024-03-16,India,12,Savings,4222.84087052756,EUR
P23016882,Tourist Attraction,Food,571.1598939258099,Yes,2024-02-13,Australia,122,Remote Job,3273.315219407847,JPY
UK8247119,Restaurant,Shopping,9210.133318515787,No,2024-04-25,UK,179,Pension,4757.741548607606,EUR
P37280213,Shop,Accommodation,1917.464224930318,Yes,2024-12-29,Australia,69,Freelance,4778.521107517542,EUR
USA4718961,Hotel,Accommodation,2755.636183072904,No,2024-02-23,USA,92,Pension,2068.6733838803148,JPY
P22966130,Restaurant,Entertainment,9307.385464472884,Yes,2025-01-03,Japan,30,Savings,3530.1725081077925,AUD
CN998863438,Tourist Attraction,Entertainment,9473.948017885446,Yes,2025-03-22,China,118,Remote Job,1094.318060950921,CNY
DE4395281,Restaurant,Entertainment,6916.101077665795,Yes,2024-08-31,Germany,122,Pension,1011.3583162141392,CNY
UK3830593,Restaurant,Accommodation,4699.825558404617,No,2024-05-21,UK,93,Savings,3731.123250591883,INR
USA2663383,Restaurant,Entertainment,658.2171445349846,No,2024-09-02,USA,67,Savings,1758.1578756287768,INR
P04006834,Tourist Attraction,Food,7191.460852535204,No,2024-07-23,Australia,144,Pension,2996.46395145442,INR
P77843167,Shop,Shopping,592.0801658558217,Yes,2024-05-06,Japan,71,Remote Job,1466.7523484609817,AUD
CN301950158,Shop,Accommodation,8519.50267158838,No,2024-12-04,China,155,Savings,4552.905441157778,EUR
USA3392699,Shop,Accommodation,9078.156905125072,Yes,2024-09-17,USA,37,Freelance,2579.009799596673,USD
P39177486,Restaurant,Shopping,9603.437747008704,Yes,2024-01-18,Japan,159,Freelance,2692.633753889977,AUD
P47099758,Tourist Attraction,Accommodation,8349.340634661337,Yes,2024-03-16,Japan,73,Pension,1815.0886646546835,JPY
P83382440,Shop,Entertainment,8390.763967354576,No,2024-05-07,Australia,175,Savings,2630.338200488014,JPY
P43737407,Restaurant,Food,9061.142382333686,Yes,2024-08-01,Australia,122,Savings,2417.444173093905,AUD
DE2400875,Restaurant,Food,1135.8924284691436,Yes,2024-02-13,Germany,85,Remote Job,4944.485056205727,USD
USA0491643,Tourist Attraction,Shopping,801.9837641148476,No,2024-05-05,USA,105,Remote Job,2824.275659046765,AUD
IN8826824,Restaurant,Accommodation,6283.956155885349,Yes,2024-03-25,India,4,Freelance,2479.967340868793,INR
P61708406,Shop,Entertainment,714.9817966780466,No,2025-03-21,Australia,161,Freelance,3873.3852175895,INR
P33974092,Hotel,Food,799.4967750360383,No,2025-04-05,Japan,88,Remote Job,4027.315079922904,CNY
IN6246851,Restaurant,Entertainment,4440.281879325934,No,2024-05-01,India,112,Freelance,3105.533822426908,EUR
UK0050381,Restaurant,Food,3588.9015053977114,No,2024-03-14,UK,27,Savings,3870.63009996573,INR
IN4262658,Tourist Attraction,Entertainment,1143.924523628633,Yes,2025-02-25,India,4,Savings,1769.6159171209351,AUD
P14886111,Shop,Accommodation,3884.936135584556,Yes,2024-10-26,Australia,19,Savings,4645.807855949997,EUR
P88287845,Tourist Attraction,Entertainment,3603.616766755461,Yes,2024-08-27,Japan,176,Freelance,4435.952028998879,GBP
P28398162,Restaurant,Entertainment,4107.07428044754,Yes,2024-08-08,Japan,108,Freelance,1965.7304207114396,CNY
UK0644109,Restaurant,Accommodation,2351.7135016577404,No,2024-12-11,UK,12,Pension,4866.524237992937,GBP
DE8198387,Restaurant,Shopping,6059.983859651618,Yes,2024-12-30,Germany,125,Freelance,1757.90566387931,GBP
UK0165545,Tourist Attraction,Food,852.1750443493244,Yes,2024-01-05,UK,107,Pension,4913.709489429993,USD
UK9650276,Tourist Attraction,Shopping,6085.841041875076,No,2025-04-14,UK,90,Pension,2276.792451193791,JPY
DE6504935,Shop,Entertainment,7892.186484743425,Yes,2025-02-13,Germany,118,Savings,1767.4127140742662,USD
USA2623355,Shop,Entertainment,9973.422342011338,Yes,2024-02-15,USA,51,Savings,4572.222899786226,AUD
P73177281,Shop,Accommodation,5969.094024784639,Yes,2024-02-22,Australia,21,Savings,2057.8371369734577,USD
UK0921142,Tourist Attraction,Shopping,4988.873115816948,Yes,2024-01-22,UK,152,Savings,3303.1684993717645,GBP
DE5300987,Shop,Food,2393.216084191661,No,2025-02-07,Germany,131,Pension,4553.441243861587,JPY
IN3640014,Restaurant,Entertainment,7825.13852290181,Yes,2025-01-27,India,107,Freelance,4429.765069679624,USD
IN7327353,Hotel,Shopping,3350.4086735833816,Yes,2024-04-02,India,11,Freelance,4295.50940672618,USD
UK1387306,Restaurant,Accommodation,1329.6078118007936,No,2024-01-14,UK,138,Freelance,1532.158470332004,USD
UK0921142,Hotel,Entertainment,5845.664243437564,No,2024-06-27,UK,152,Savings,3303.1684993717645,GBP
USA2418188,Tourist Attraction,Shopping,9642.965298512125,No,2024-09-25,USA,163,Remote Job,4201.834554822079,GBP
USA4495793,Tourist Attraction,Entertainment,6271.85041675147,No,2024-04-10,USA,178,Savings,2541.136098373036,JPY
USA3404552,Hotel,Food,7071.141786962217,No,2024-04-15,USA,64,Remote Job,3032.0029165199694,USD
IN9742024,Hotel,Accommodation,7149.702807239827,Yes,2025-03-31,India,47,Freelance,4661.490618481223,GBP
UK8247119,Shop,Food,5200.7657317009325,No,2024-11-01,UK,179,Pension,4757.741548607606,EUR
UK9971648,Shop,Food,2165.086419612203,No,2024-05-12,UK,109,Pension,4859.398242880443,JPY
P57758250,Shop,Shopping,987.246501430841,No,2025-04-10,Australia,172,Pension,2720.374127714449,JPY
USA0879301,Shop,Shopping,4381.30309843838,No,2025-01-06,USA,4,Remote Job,2224.3852315986323,INR
DE1576153,Tourist Attraction,Accommodation,8637.740848773294,Yes,2024-07-24,Germany,11,Freelance,2149.1733908664864,EUR
DE5794220,Hotel,Shopping,2322.8803858476563,No,2024-11-07,Germany,171,Pension,2856.7037200467203,AUD
P79711605,Tourist Attraction,Entertainment,3247.0934458895854,Yes,2024-03-05,Australia,131,Savings,4761.623952433039,USD
USA1055151,Restaurant,Accommodation,2923.921163759274,Yes,2025-04-23,USA,88,Freelance,2796.2682209970176,CNY
DE9464502,Restaurant,Shopping,7113.189502256569,Yes,2024-12-24,Germany,23,Remote Job,2073.5232902510925,AUD
P51026725,Tourist Attraction,Entertainment,3451.9515874381027,Yes,2025-04-27,Australia,15,Freelance,3509.570476931162,AUD
DE8204614,Hotel,Food,9636.099837336033,Yes,2024-11-14,Germany,172,Freelance,4954.4591758727565,JPY
P27891695,Shop,Food,8854.098903112264,Yes,2024-06-19,Australia,49,Remote Job,1436.039471457633,USD
P60494531,Hotel,Accommodation,5563.99011612253,Yes,2024-06-08,Australia,12,Remote Job,2226.4643827241293,CNY
P65144403,Tourist Attraction,Entertainment,6471.95805968664,No,2024-08-11,Australia,79,Remote Job,3588.0702507235465,INR
CN837255051,Tourist Attraction,Shopping,2666.249214616381,No,2024-04-04,China,20,Pension,1445.713730490272,AUD
CN606831290,Shop,Entertainment,8974.718407166814,No,2024-10-17,China,112,Remote Job,3946.343649671152,JPY
P50248806,Restaurant,Entertainment,4212.056595624429,No,2024-12-19,Australia,25,Pension,3761.969515143217,USD
CN317616666,Restaurant,Accommodation,1950.7803776334556,No,2024-10-23,China,111,Savings,1932.279678752429,INR
P81112827,Tourist Attraction,Shopping,3292.560136329669,No,2025-01-04,Australia,137,Freelance,1751.8373727345174,EUR
USA1055875,Hotel,Entertainment,9101.936102419806,Yes,2024-05-05,USA,19,Pension,2754.1064582246304,JPY
UK0691639,Hotel,Food,3028.2637214494043,No,2024-11-08,UK,120,Freelance,1795.982100720204,GBP
P43912301,Tourist Attraction,Shopping,3326.928125474731,Yes,2024-09-09,Japan,6,Savings,3588.428167057657,JPY
DE3170648,Hotel,Accommodation,9146.909397890837,No,2024-06-20,Germany,130,Savings,4270.30223993009,JPY
IN7163347,Hotel,Accommodation,6882.023167227653,No,2025-02-01,India,14,Freelance,4159.600297286628,INR
USA5431395,Hotel,Accommodation,5144.579215145405,No,2024-12-21,USA,160,Remote Job,3475.377863257379,CNY
P13111392,Tourist Attraction,Entertainment,5467.217525410825,No,2024-08-08,Australia,157,Remote Job,4765.452557378236,USD
CN948551756,Restaurant,Shopping,3083.6438763393294,Yes,2024-09-02,China,31,Savings,4924.471176337562,JPY
P34716938,Restaurant,Shopping,3222.2662706274973,No,2025-01-30,Australia,47,Freelance,2830.3709570098517,INR
USA2531085,Hotel,Accommodation,6258.062972374915,No,2024-07-19,USA,60,Remote Job,3086.0051260286364,JPY
USA8782451,Shop,Accommodation,7541.436733181953,No,2024-07-30,USA,107,Pension,1026.6996335982856,USD
IN7556561,Tourist Attraction,Shopping,5827.792447857035,Yes,2024-07-27,India,77,Freelance,3433.168727046237,INR
USA2041748,Hotel,Food,8807.698878255342,No,2024-11-26,USA,116,Remote Job,4343.550780449674,GBP
P97881013,Shop,Accommodation,6479.760781237748,Yes,2024-07-10,Japan,111,Savings,2584.76766353533,CNY
UK0644109,Tourist Attraction,Shopping,4152.638570127439,No,2024-05-28,UK,12,Pension,4866.524237992937,GBP
USA3347236,Restaurant,Entertainment,2312.0437256190025,No,2024-03-31,USA,69,Freelance,4324.502152733383,INR
USA1159870,Shop,Entertainment,2380.802007913569,No,2024-12-03,USA,97,Remote Job,4951.375509374719,CNY
UK6799872,Restaurant,Shopping,6188.72393888861,No,2024-02-11,UK,52,Remote Job,4549.228634207977,GBP
DE6938793,Restaurant,Food,3831.040740774548,Yes,2024-04-10,Germany,163,Freelance,2144.424939108227,JPY
P16337824,Shop,Accommodation,6364.746339192111,No,2025-03-13,Australia,92,Freelance,4329.812436415741,INR
UK4823592,Hotel,Entertainment,1956.672287220054,Yes,2024-08-17,UK,163,Remote Job,2682.121476175746,AUD
DE6951852,Shop,Shopping,4935.719445490306,Yes,2025-03-02,Germany,168,Savings,4669.717192485453,INR
CN652392063,Hotel,Shopping,8511.369588641017,Yes,2024-03-26,China,3,Remote Job,2923.6195787749384,JPY
P94774132,Shop,Entertainment,6122.85576732869,No,2024-04-15,Australia,179,Remote Job,1913.866062137341,EUR
IN0241793,Tourist Attraction,Shopping,6824.3192311885,Yes,2024-06-28,India,165,Remote Job,1920.6954402453637,INR
CN286661365,Hotel,Entertainment,6060.601051546143,No,2025-04-16,China,113,Savings,3155.777154083731,AUD
DE2920346,Hotel,Accommodation,3035.5812195169974,Yes,2024-01-02,Germany,26,Savings,1405.9434883356105,EUR
USA0597439,Tourist Attraction,Accommodation,1917.4578917579256,Yes,2025-04-02,USA,5,Remote Job,1988.1391877435356,GBP
IN5873221,Restaurant,Entertainment,6792.036790295679,No,2024-07-29,India,159,Savings,2437.4855358186187,EUR
CN199457621,Restaurant,Entertainment,1553.444924282206,No,2024-10-01,China,76,Freelance,4531.1079564545,JPY
CN707721054,Tourist Attraction,Shopping,6628.135729280564,No,2024-03-30,China,15,Pension,4974.600893584616,INR
P44876593,Shop,Entertainment,6622.9941388068,Yes,2024-08-07,Australia,13,Freelance,2066.6662805904334,CNY
CN210686116,Tourist Attraction,Shopping,6356.681515730844,Yes,2024-10-29,China,35,Savings,4588.445833185858,INR
P41987868,Tourist Attraction,Food,5786.668455392885,Yes,2024-07-24,Japan,85,Remote Job,4095.528405007073,INR
CN989322744,Shop,Entertainment,2597.887064138682,Yes,2025-04-22,China,58,Savings,4380.6462574158,USD
CN597313119,Restaurant,Accommodation,674.2779166100872,No,2024-03-30,China,20,Savings,2968.281281590962,AUD
DE1806094,Restaurant,Shopping,2708.7167261445343,No,2024-01-17,Germany,172,Pension,1979.0330367191928,JPY
P98787623,Tourist Attraction,Accommodation,8894.137270937219,No,2024-02-02,Japan,153,Savings,2889.116752633734,CNY
P51827736,Tourist Attraction,Shopping,4188.418571890209,Yes,2024-10-27,Australia,138,Pension,1381.3068342164877,USD
UK4176198,Tourist Attraction,Accommodation,4274.155577244514,No,2024-05-06,UK,87,Freelance,1999.850183358236,CNY
USA1159870,Restaurant,Entertainment,3673.716291569187,No,2024-07-01,USA,97,Remote Job,4951.375509374719,CNY
UK2422520,Restaurant,Accommodation,1445.0331157730209,Yes,2024-11-12,UK,57,Freelance,2521.731697240682,EUR
DE8332750,Tourist Attraction,Accommodation,7253.49200781333,Yes,2024-08-01,Germany,160,Remote Job,2382.478124609058,JPY
USA0472698,Hotel,Shopping,8549.556413526725,No,2024-07-29,USA,96,Pension,2444.355086147263,CNY
UK8685456,Restaurant,Accommodation,504.4002613752865,No,2025-03-16,UK,21,Pension,2858.196610578449,USD
UK1952812,Shop,Accommodation,7600.8436986578945,Yes,2024-09-15,UK,36,Freelance,2165.361935169365,CNY
P08930549,Restaurant,Entertainment,6149.4956694220045,No,2025-02-21,Japan,31,Savings,1610.9185046718294,INR
IN5441608,Tourist Attraction,Shopping,8997.981346827715,Yes,2025-04-19,India,94,Savings,3973.910590489576,GBP
IN4928177,Tourist Attraction,Food,8831.509168530045,Yes,2024-01-21,India,116,Savings,2979.9302757872174,CNY
CN243280817,Restaurant,Accommodation,4465.010251908319,Yes,2024-10-30,China,98,Pension,4811.603651054402,AUD
IN8739127,Tourist Attraction,Entertainment,9059.91367018532,Yes,2024-08-09,India,64,Remote Job,1085.7184755249332,JPY
USA2039858,Hotel,Shopping,6753.02549171972,No,2024-01-18,USA,83,Remote Job,3183.302655807988,GBP
USA1549033,Hotel,Shopping,9762.171258882336,No,2024-08-25,USA,125,Remote Job,2314.1186024060125,GBP
USA2945562,Shop,Accommodation,1292.6515420188466,Yes,2024-02-10,USA,118,Freelance,4103.203200444108,JPY
USA7497815,Hotel,Food,3912.727997804906,Yes,2025-03-17,USA,104,Remote Job,3477.264016337428,JPY
USA3517025,Restaurant,Entertainment,8926.303668331992,Yes,2024-08-23,USA,118,Remote Job,3983.1706143705214,USD
DE9349184,Hotel,Accommodation,3756.771584305203,Yes,2024-01-03,Germany,87,Savings,2912.9581265804845,EUR
CN022132898,Tourist Attraction,Shopping,4732.023858007738,No,2024-09-22,China,83,Pension,4006.859760130476,CNY
P45999630,Restaurant,Food,1517.6828821504887,No,2024-09-05,Japan,130,Savings,2155.6223541761933,CNY
USA2815765,Shop,Accommodation,5575.333488391228,No,2024-11-12,USA,123,Freelance,1536.5064335571346,USD
DE3293342,Restaurant,Shopping,2165.805701150174,Yes,2024-07-14,Germany,135,Pension,1686.025783950961,INR
USA2066764,Restaurant,Accommodation,8401.503990413254,Yes,2024-04-10,USA,140,Freelance,2991.021879548244,AUD
UK8247119,Hotel,Food,7120.683170652013,Yes,2025-02-06,UK,179,Pension,4757.741548607606,EUR
UK6872651,Restaurant,Shopping,5049.447361401416,No,2024-07-23,UK,56,Remote Job,3353.74134286229,JPY
DE2877962,Tourist Attraction,Shopping,5294.189664523744,No,2024-06-05,Germany,58,Remote Job,4060.391018055555,INR
CN810380052,Restaurant,Shopping,5088.272448592518,Yes,2024-06-22,China,175,Remote Job,3825.9857697845214,GBP
P77808215,Hotel,Shopping,867.4869589465229,No,2024-04-26,Australia,120,Pension,2993.11998919433,USD
CN591468286,Restaurant,Food,6013.081107929877,No,2024-06-23,China,180,Freelance,3983.8774999071056,INR
P76134865,Hotel,Food,2457.892392873867,No,2024-03-14,Australia,46,Savings,2150.42366853678,JPY
IN3451105,Hotel,Accommodation,7145.310315541136,Yes,2024-10-14,India,101,Freelance,2976.0927881195685,EUR
UK5158277,Hotel,Entertainment,2111.82706616642,Yes,2025-01-14,UK,89,Remote Job,1372.6411593347518,USD
UK0406978,Tourist Attraction,Accommodation,2602.668793083717,No,2024-04-14,UK,152,Savings,2528.660851081649,AUD
P80970408,Shop,Accommodation,5787.389595926252,Yes,2025-04-02,Australia,34,Pension,1149.6276565719677,AUD
CN174435348,Tourist Attraction,Entertainment,4293.227833890969,No,2024-09-18,China,128,Savings,3227.0466282963416,AUD
USA9734608,Hotel,Food,5467.987553252196,Yes,2024-11-20,USA,176,Savings,1034.7159812591876,AUD
USA1699680,Hotel,Entertainment,2666.445458706346,No,2024-11-03,USA,156,Remote Job,1111.4018059567493,JPY
CN862548516,Shop,Entertainment,9510.578087286349,No,2024-03-04,China,177,Savings,1569.5539130783031,USD
P94467590,Shop,Accommodation,8770.457507986712,No,2025-02-08,Australia,45,Remote Job,3403.445120141601,CNY
P34280290,Shop,Shopping,6995.793109904521,Yes,2024-05-06,Japan,149,Remote Job,2860.730920303724,USD
IN2326949,Hotel,Food,1044.7463356840235,No,2024-05-17,India,112,Pension,4388.637271126916,JPY
CN264811894,Tourist Attraction,Entertainment,5961.298279742628,Yes,2024-06-26,China,129,Pension,2844.7082098635005,GBP
P80970408,Shop,Food,8243.981016715556,No,2024-10-15,Australia,34,Pension,1149.6276565719677,AUD
